Company Name,Employment Status,Experience Cat,job_category_id,Location,Min Experience,Bonus,Gratuity,Insurance,Mobile Bill,Provident Fund,job title,vacancy,Degree,In Dhaka,avg_salary,avg_age,Gender
Resource Integration Centre (RIC),full_time,mid,12,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,শাখা হিসাবরক্ষন কর্মকর্তা,250,other,FALSE,33750,30,3
Resource Integration Centre (RIC),full_time,mid,12,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,শাখা ব্যবস্থাপক,150,other,FALSE,33750,30,3
Resource Integration Centre (RIC),full_time,mid,12,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,এরিয়া ম্যানেজার,30,other,FALSE,33750,32.5,3
Resource Integration Centre (RIC),full_time,mid,12,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,জোনাল ম্যানেজার,6,other,FALSE,33750,35,3
Save the Children,contract,senior,12,Cox`s Bazar,7,FALSE,FALSE,FALSE,FALSE,FALSE,Manager- Health Impact and Information System,1,other,FALSE,33750,30,3
HEED Bangladesh,contract,entry,12,Habiganj,1,FALSE,FALSE,FALSE,FALSE,FALSE,Laboratory Technician,7,professional,FALSE,26000,30,3
Heifer International Bangladesh,full_time,senior,12,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,Director of Finance and Administration,2,bachelors,TRUE,33750,30,3
HEED Bangladesh,contract,mid,12,Moulvibazar,2,FALSE,FALSE,FALSE,FALSE,FALSE,Medical Officer,1,professional,FALSE,75946,32.5,3
Handicap International (humanity & Inclusion) in Bangladesh,full_time,mid,12,Ukhia,4,TRUE,TRUE,TRUE,TRUE,TRUE,Team Manager,1,professional,FALSE,87781.5,26.5,3
HEED Bangladesh,contract,entry,12,Moulvibazar,1,FALSE,FALSE,FALSE,FALSE,FALSE,TB Supervisor,1,professional,FALSE,35320,30,3
Nature Conservation Management (NACOM),full_time,senior,12,Cox`s Bazar,8,FALSE,FALSE,FALSE,FALSE,FALSE,"Monitoring, Evaluation, Accountability, and Learning (MEAL) Officer",2,other,FALSE,70000,30,3
Nari Maitree,full_time,mid,12,Anywhere in Bangladesh,4,TRUE,FALSE,FALSE,TRUE,FALSE,Graduation Mentor,1,other,FALSE,33075,30,3
Bangladesh Bondhu Foundation (BONDHU),full_time,senior,12,Dhaka,5,TRUE,FALSE,FALSE,FALSE,TRUE,Livelihood Expert,2,other,TRUE,33750,30,3
Médecins Sans Frontières (MSF),full_time,unknown,12,Chattogram Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Finance Assistant,1,professional,FALSE,68000,30,3
BRAC,full_time,unknown,12,Anywhere in Bangladesh,3,TRUE,TRUE,TRUE,FALSE,TRUE,"Officer, Social Empowerment And Legal Protection (SELP)",2,other,FALSE,33750,30,3
BRAC,full_time,mid,12,Dhaka,3,TRUE,TRUE,TRUE,FALSE,TRUE,"Deputy Manager, MIS & Budget Analysis, BRAC Learning Center (BLC)",2,other,TRUE,33750,30,3
BRAC,full_time,mid,12,Anywhere in Bangladesh,3,TRUE,TRUE,TRUE,FALSE,TRUE,"District Manager, Social Empowerment And Legal Protection (SELP)",2,other,FALSE,33750,30,3
Concern Worldwide,intern,unknown,12,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Intern - Health and Nutrition,1,professional,TRUE,30000,30,3
HEED Bangladesh,full_time,entry,12,Habiganj,1,FALSE,FALSE,FALSE,FALSE,FALSE,Field Level Staff,6,professional,FALSE,21271,30,3
Concern Worldwide,intern,unknown,12,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Intern - Climate Change Resilience,1,other,TRUE,30000,30,3
Cordaid,full_time,senior,12,Khulna Sadar,5,FALSE,FALSE,FALSE,TRUE,FALSE,Technical Expert - Protected Horticulture,1,masters,FALSE,33750,30,3
Concerned Women for Family Development [CWFD],full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,কমিউনিটি মোবিলাইজার,2,other,FALSE,15000,30,2
Concerned Women for Family Development [CWFD],full_time,unknown,12,Anywhere in Bangladesh,3,TRUE,FALSE,FALSE,FALSE,FALSE,Paramedic- MMS,5,professional,FALSE,22000,35,3
Concerned Women for Family Development [CWFD],full_time,mid,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Upazila Supervisor (US),2,professional,FALSE,22000,35,3
Bangladesh Bondhu Foundation (BONDHU),full_time,entry,12,Cox`s Bazar,1,FALSE,FALSE,FALSE,FALSE,FALSE,ফিল্ড কো-অর্ডিনেটর,4,other,FALSE,33750,30,3
Mahideb Jubo Somaj Kallayan Somity (MJSKS),full_time,mid,12,Bhurungamari,2,TRUE,FALSE,FALSE,FALSE,FALSE,Field Facilitator,1,other,FALSE,17136,32.5,3
Naria Unnayan Samity (NUSA).,full_time,mid,12,Naria,3,FALSE,TRUE,TRUE,TRUE,TRUE,শাখা ব্যবস্থাপক,10,other,FALSE,50000,30,3
Max Foundation Bangladesh,contract,senior,12,Dhaka,6,FALSE,FALSE,FALSE,FALSE,FALSE,Market Systems Development Specialist,2,masters,TRUE,33750,30,3
Max Foundation Bangladesh,contract,senior,12,Dhaka,7,FALSE,FALSE,FALSE,FALSE,FALSE,"Learning, Insight and Knowledge Processing Specialist (LIKS)",2,other,TRUE,33750,30,3
Resource Integration Centre (RIC),contract,unknown,12,Chapainawabganj,3,TRUE,FALSE,FALSE,TRUE,FALSE,Community Mobilization Officer (General),1,other,FALSE,30000,27.5,3
Patakuri Society,full_time,unknown,12,Habiganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,কর্মসূচী সংগঠক,10,other,FALSE,20000,30,3
Muslim Hands International,unknown,unknown,12,Teknaf,3,FALSE,FALSE,FALSE,FALSE,FALSE,Midwife,2,other,FALSE,33750,30,3
Resource Integration Centre (RIC),unknown,senior,12,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,Sub-district Coordinators,2,other,TRUE,33750,30,3
Shakti Foundation for Disadvantaged Women.,full_time,unknown,12,Anywhere in Bangladesh,3,TRUE,TRUE,FALSE,TRUE,TRUE,অ্যাকাউন্টেন্ট,100,bachelors,FALSE,22000,30.5,3
Community Development Centre-CODEC,full_time,senior,12,Chattogram,5,TRUE,TRUE,TRUE,TRUE,TRUE,Senior Manager - Internal Audit (Internal Control & Risk Mitigation),1,professional,FALSE,33750,40,3
Resource Integration Centre (RIC),contract,unknown,12,Chapainawabganj,3,TRUE,FALSE,FALSE,TRUE,FALSE,Community Mobilization Officer (Diploma in Civil Engineering),1,professional,FALSE,30000,27.5,3
Muslim Hands International,full_time,unknown,12,Ukhia,3,FALSE,FALSE,FALSE,FALSE,FALSE,Nurse,1,other,FALSE,41000,30,2
BRAC,contract,mid,12,Teknaf,2,TRUE,FALSE,TRUE,TRUE,FALSE,"Senior Nurse, Health and Nutrition, HCMP",2,other,FALSE,33750,30,3
Centre for Development Innovation & Practices - CDIP,full_time,mid,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Branch Manager (Female),10,other,FALSE,33750,30,3
Médecins Sans Frontières (MSF),full_time,mid,12,Ukhia,2,FALSE,FALSE,FALSE,FALSE,FALSE,Sexual Violence Program Supervisor (Female),1,other,FALSE,78000,30,2
LAMB,full_time,senior,12,Gaibandha,10,FALSE,FALSE,FALSE,FALSE,FALSE,Project Officer,1,other,FALSE,49100,35,3
Bangladesh Labour Foundation (BLF),full_time,senior,12,Dhaka,8,FALSE,FALSE,FALSE,FALSE,FALSE,Head of Program,1,other,TRUE,33750,30,3
Terre des hommes,contract,mid,12,Dhaka,2,TRUE,FALSE,TRUE,TRUE,FALSE,MEAL Officer,2,other,TRUE,59148,30,3
Shimantik,full_time,unknown,12,Chuadanga,3,FALSE,FALSE,FALSE,FALSE,FALSE,কমিউনিটি মাবিলাইজার,2,other,FALSE,33750,30,2
Shimantik,full_time,mid,12,Chuadanga,2,FALSE,FALSE,FALSE,FALSE,FALSE,উপজেলা সুপারভাইজার,2,other,FALSE,33750,30,3
Shimantik,full_time,senior,12,Sylhet,10,FALSE,FALSE,FALSE,FALSE,FALSE,সিনিয়র অ্যাকাউন্স এন্ড অ্যাডমিন অফিসার,1,masters,FALSE,33750,30,3
International Rescue Committee (IRC),full_time,senior,12,Cox`s Bazar,10,FALSE,FALSE,FALSE,FALSE,FALSE,Consortium Coordinator (Re-Advertisement),2,professional,FALSE,33750,30,3
Association for Advancement & Development (AAD),full_time,senior,12,Chuadanga,5,TRUE,TRUE,TRUE,TRUE,TRUE,শাখা ব্যবস্থাপক,5,other,FALSE,30000,32.5,3
Association for Advancement & Development (AAD),full_time,unknown,12,Chuadanga,3,TRUE,TRUE,TRUE,TRUE,TRUE,Loan Officer,25,other,FALSE,20000,29,3
Médecins Sans Frontières,full_time,unknown,12,Chattogram Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Humanitarian Affairs Officer,1,professional,FALSE,95000,30,3
Médecins Sans Frontières (MSF),full_time,unknown,12,Chattogram Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Project Coordinator Support,1,professional,FALSE,95000,30,3
Surjer Hashi Network,contract,entry,12,Banani,1,TRUE,FALSE,FALSE,FALSE,FALSE,Admin Assistant,2,other,FALSE,33750,30,3
Dhrubotara Youth Development Foundation,full_time,senior,12,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,"Manager, Finance and Admin",1,other,TRUE,40000,30,3
Concern Worldwide,contract,senior,12,Dhaka,10,FALSE,TRUE,TRUE,FALSE,TRUE,Programme Director - National Contract (Re advertisement),1,professional,TRUE,331301,30,3
Médecins Sans Frontières,full_time,unknown,12,Chattogram Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,HR Assistant,1,bachelors,FALSE,68000,30,3
BRAC,full_time,unknown,12,Anywhere in Bangladesh,3,TRUE,FALSE,TRUE,FALSE,FALSE,Young Professionals Programme,2,other,FALSE,33750,30,3
Association of Voluntary Actions for Society (AVAS),full_time,mid,12,Char Fasson,2,TRUE,FALSE,FALSE,TRUE,FALSE,Project Manager - DURBAR Girls-Led Climate Solutions,1,other,FALSE,52500,37.5,3
Habitat for Humanity International,full_time,senior,12,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,Advocacy & Policy Specialist,2,professional,TRUE,33750,30,3
Association of Voluntary Actions for Society (AVAS),full_time,mid,12,Char Fasson,2,FALSE,FALSE,FALSE,FALSE,FALSE,Field Facilitator,3,professional,FALSE,25000,32.5,3
UDDIPAN,full_time,senior,12,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,Director (Finance & Accounts),1,other,TRUE,33750,37.5,3
The Carter Center - Bangladesh,contract,mid,12,Rajshahi,3,FALSE,FALSE,FALSE,FALSE,FALSE,Community Mobilizer (Rajshahi and Satkhira Districts),2,other,FALSE,33750,30,3
Abdul Momen Khan Memorial Foundation (Khan Foundation),full_time,mid,12,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,IT Officer,2,other,TRUE,33750,30,3
Abdul Momen Khan Memorial Foundation (Khan Foundation),full_time,senior,12,Narayanganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,Accountant,2,other,FALSE,33750,30,3
Abdul Momen Khan Memorial Foundation (Khan Foundation),full_time,senior,12,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,Program Officer,2,other,TRUE,33750,30,3
Manabik Shahajya Sangstha (MSS),full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রশিক্ষনার্থী কমিউনিটি ডেভেলপমেন্ট অফিসার (টিসিডিও) / Trainee Community Development Officer (TCDO),200,other,FALSE,33750,25,3
Manabik Shahajya Sangstha (MSS),full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,কমিউনিটি ডেভেলপমেন্ট অফিসার (সিডিও) / Community Development Officer (CDO),100,other,FALSE,33750,26.5,3
Manabik Shahajya Sangstha (MSS),full_time,mid,12,Dhaka,2,TRUE,TRUE,TRUE,TRUE,TRUE,Officer / Assistant Officer (Admin & Procurement),2,bachelors,TRUE,33750,30,3
CRP,contract,senior,12,Savar,10,TRUE,FALSE,FALSE,FALSE,FALSE,"Consultant, Fundraising",1,other,FALSE,90000,35,3
Impact Foundation Bangladesh (IFB),full_time,mid,12,Chuadanga,2,FALSE,FALSE,FALSE,FALSE,FALSE,Sonologist,1,other,FALSE,45000,40,3
Impact Foundation Bangladesh (IFB),full_time,entry,12,Chuadanga,1,FALSE,FALSE,FALSE,FALSE,FALSE,Medical Officer,1,other,FALSE,30000,37.5,3
Udayan small business C0-Oprative society,full_time,unknown,12,Jatrabari,3,FALSE,FALSE,FALSE,FALSE,FALSE,ফিল্ড অফিসার,30,other,FALSE,10000,24,3
SONNE International Austria,full_time,mid,12,Jhenaigati,3,FALSE,FALSE,FALSE,FALSE,FALSE,Project Supervisor cum Accountant (Male),1,other,FALSE,17000,32.5,1
SONNE International Austria,full_time,entry,12,Jhenaigati,1,FALSE,FALSE,FALSE,FALSE,FALSE,Karate Trainer (Female),1,professional,FALSE,33750,30,2
The British Council,full_time,unknown,12,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Head - English & School Education Bangladesh,2,professional,TRUE,33750,30,3
World Renew (Head Office),full_time,mid,12,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Finance and Administration Officer,2,other,TRUE,33750,33.5,3
COAST Foundation,full_time,unknown,12,Cumilla,3,FALSE,FALSE,FALSE,FALSE,FALSE,ঋণ ও উন্নয়ন কর্মকর্তা (অনভিজ্ঞ),20,other,FALSE,33750,27.5,3
COAST Foundation,full_time,entry,12,Cumilla,1,FALSE,FALSE,FALSE,FALSE,FALSE,ঋণ ও উন্নয়ন কর্মকর্তা (অভিজ্ঞ),20,other,FALSE,33750,27.5,3
SOPIRET,full_time,unknown,12,Lakshmipur,3,FALSE,FALSE,FALSE,FALSE,FALSE,ম্যানেজার (হাসপাতাল),2,other,FALSE,33750,35,3
Bangladesh Association of Publicly Listed Companies,full_time,senior,12,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,Media and Communication Manager,2,professional,TRUE,33750,30,3
Aungkur Palli Unnayan Kendra,full_time,mid,12,Faridpur,3,TRUE,TRUE,FALSE,TRUE,TRUE,Internal Auditor (Micro Credit Program),2,other,FALSE,30600,28.5,3
Aungkur Palli Unnayan Kendra,full_time,entry,12,Madaripur,1,TRUE,TRUE,FALSE,TRUE,TRUE,Security Guard,2,other,FALSE,15000,32.5,1
Grameen Motsho O Pashusampad Foundation (GMPF),full_time,senior,12,Anywhere in Bangladesh,15,FALSE,FALSE,FALSE,FALSE,FALSE,খামার ব্যবস্থাপক (আঞ্চলিক ব্যবস্থাপক),2,other,FALSE,33750,32.5,3
Enroute International Limited,full_time,entry,12,Chattogram,1,TRUE,FALSE,FALSE,FALSE,FALSE,Merchandiser,2,other,TRUE,12000,30,3
Knowledge Management Consultants Ltd.,contract,unknown,12,Anywhere in Bangladesh,3,TRUE,FALSE,FALSE,FALSE,FALSE,Junior Social Development Officer / Social Development Officer,2,other,TRUE,33750,30,1
An International UK based organization,contract,mid,12,Sylhet,2,FALSE,FALSE,FALSE,FALSE,FALSE,Psychologist,1,other,FALSE,47500,30,2
International Centre for Integrated Mountain Development (ICIMOD),contract,senior,12,Nepal,5,FALSE,FALSE,TRUE,FALSE,TRUE,Gender Equality and Social Inclusion (GESI) Specialist - HI-CAS (Project Position),2,other,FALSE,33750,30,3
Manab Mukti Sangstha (MMS),full_time,mid,12,Sirajganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,ব্যাবস্থাপক - মানব সম্পদ (Manager - Human Resource),1,other,FALSE,52000,32.5,3
HARD GROUP,full_time,entry,12,Faridpur,1,TRUE,FALSE,FALSE,TRUE,FALSE,Loan Officer,3,other,FALSE,33750,26.5,1
Shishu Polli Plus,full_time,mid,12,Sreepur,2,TRUE,TRUE,TRUE,TRUE,FALSE,Program Organizer,1,professional,FALSE,16500,30,2
HARD GROUP,full_time,mid,12,Faridpur,3,FALSE,FALSE,FALSE,FALSE,FALSE,Branch Manager,10,other,FALSE,33750,35,1
Shanta Holdings Limited - CSR & Sustainability,full_time,senior,12,Dhaka,7,TRUE,TRUE,TRUE,TRUE,TRUE,Programme Manager - Coordination and Development,1,other,TRUE,33750,30,3
Shanta Holdings Limited - CSR & Sustainability,full_time,senior,12,Dhaka,7,TRUE,TRUE,TRUE,TRUE,TRUE,Manager - MEAL,1,other,TRUE,33750,30,3
SACHETAN SOCIETY,full_time,senior,12,Rajshahi,20,FALSE,FALSE,FALSE,FALSE,FALSE,প্যারামেডিক,2,other,FALSE,33750,30,2
SACHETAN SOCIETY,full_time,unknown,12,Rajshahi,3,FALSE,FALSE,FALSE,FALSE,FALSE,কমিউনিটি মোবিলাইজার (সিএম),2,other,FALSE,14000,25,2
Surjer Hashi Network,contract,entry,12,Anywhere in Bangladesh,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Junior Officer/ Officer, Field Performance Verifier",2,professional,FALSE,33750,30,3
RMG Sustainability Council (RSC),full_time,senior,12,Anywhere in Bangladesh,5,TRUE,TRUE,TRUE,TRUE,TRUE,OSH Training Program Specialist,2,professional,FALSE,33750,30,3
RMG Sustainability Council (RSC),full_time,senior,12,Anywhere in Bangladesh,5,TRUE,TRUE,TRUE,TRUE,TRUE,OSH Training & MEAL Specialist,2,professional,FALSE,33750,30,3
Aungkur Palli Unnayan Kendra,full_time,senior,12,Faridpur,5,TRUE,FALSE,FALSE,FALSE,FALSE,শাখা ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),10,masters,FALSE,34350,32.5,3
Aungkur Palli Unnayan Kendra,full_time,unknown,12,Faridpur,3,TRUE,FALSE,FALSE,FALSE,FALSE,হিসাবরক্ষক (ক্ষুদ্রঋণ কর্মসূচী),10,bachelors,FALSE,24200,28.5,3
Aungkur Palli Unnayan Kendra,full_time,unknown,12,Faridpur,3,TRUE,FALSE,FALSE,FALSE,FALSE,মাঠ ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),30,other,FALSE,20300,28.5,3
Aungkur Palli Unnayan Kendra,full_time,senior,12,Faridpur,5,TRUE,FALSE,FALSE,FALSE,FALSE,এলাকা ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),2,other,FALSE,39800,35,3
SACHETAN SOCIETY,full_time,unknown,12,Rajshahi,3,FALSE,FALSE,FALSE,FALSE,FALSE,হিসাব কর্মকর্তা,5,other,FALSE,19500,27.5,3
SACHETAN SOCIETY,full_time,unknown,12,Rajshahi,3,FALSE,FALSE,FALSE,FALSE,FALSE,কর্মসূচী সংগঠক,15,other,FALSE,17500,26.5,3
Seba Foundation Labouring Samabay Somity Ltd.,full_time,unknown,12,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,ফিল্ড অফিসার,30,other,FALSE,33750,30,3
Seba Foundation Samabay Somity Ltd,full_time,unknown,12,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী ব্যবস্থাপক,10,other,FALSE,33750,30,3
Seba Foundation Samabay Somity Ltd,full_time,unknown,12,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,শাখা ব্যবস্থাপক,20,other,FALSE,33750,30,3
Seba Foundation Samabay Somity Ltd,full_time,unknown,12,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,অডিট অফিসার,6,other,FALSE,33750,30,3
Seba Foundation Samabay Somity Ltd,full_time,unknown,12,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,এরিয়া ম্যানেজার,6,other,FALSE,33750,30,3
Ashrai.,full_time,mid,12,Dhaka,4,FALSE,FALSE,FALSE,FALSE,FALSE,ব্যবসায়ী ব্যবস্থাপক / এরিয়া ম্যানেজার,2,other,TRUE,33750,36.5,3
বিডি ডিসক্লোজার ডেভলপমেন্ট কোম্পানী লিমিটেড,full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,মাঠ কর্মী,2,other,FALSE,33750,30,3
বিডি ডিসক্লোজার ডেভলপমেন্ট কোম্পানী লিমিটেড,full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,জেলা ম্যানেজার,2,other,FALSE,33750,30,3
Tripto Neer Foundation,full_time,entry,12,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,Fundraising Officer,2,professional,TRUE,33750,30,3
Patakuri Society,full_time,senior,12,Habiganj,10,FALSE,FALSE,FALSE,FALSE,FALSE,এরিয়া ম্যানেজার ( ক্ষুদ্রঋণ কর্মসূচী),2,other,FALSE,45000,35,3
Patakuri Society,full_time,mid,12,Habiganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,শাখা ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),4,other,FALSE,32000,33.5,3
Patakuri Society,full_time,senior,12,Sreemangal,5,FALSE,FALSE,FALSE,FALSE,FALSE,"Manager ( মনিটরিং এন্ড কমপ্লায়েন্স ), ক্ষুদ্রঋণ কর্মসূচী",1,other,FALSE,50000,35,3
Speak Up Bangladesh,full_time,senior,12,Khulna,5,TRUE,FALSE,FALSE,FALSE,TRUE,Senior Dormitory Manager(SDM),2,professional,FALSE,27500,30,2
Manabik Shahajya Sangstha (MSS),full_time,unknown,12,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Branch Accountant / শাখা হিসাবরক্ষক,20,masters,FALSE,33750,28.5,3
Dysin Consumer Products,full_time,mid,13,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,"Senior Officer, Quality Control (Toiletries)",1,other,FALSE,33750,30,3
Society for Environment and Human Development (SEHD),full_time,senior,13,Anywhere in Bangladesh,5,FALSE,FALSE,FALSE,FALSE,FALSE,Research Associate,1,other,FALSE,56000,30,3
B-ADVANCY Certification Ltd.,full_time,senior,13,Dhaka,5,TRUE,FALSE,TRUE,TRUE,TRUE,Head of Certification,1,other,TRUE,110000,35,1
NGO Forum for Public Health,contract,mid,13,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Research Officer,1,other,TRUE,70000,37.5,3
"Independent University, Bangladesh (IUB)",full_time,unknown,13,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,"Junior Research Scientist, Center for Computational & Data Sciences (CCDS)",3,other,TRUE,33750,30,3
A reputed education consultancy,full_time,unknown,13,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Counselor,2,other,TRUE,33750,30,3
Walton Hi-Tech Industries PLC.,full_time,mid,13,Kaliakair,2,TRUE,FALSE,TRUE,TRUE,TRUE,Research & Innovation Engineer - EEE (AC),1,professional,FALSE,33750,27,3
Walton Hi-Tech Industries PLC.,full_time,senior,13,Kaliakair,7,TRUE,FALSE,TRUE,TRUE,TRUE,Head of Research & Innovation - Home Appliances,1,professional,FALSE,33750,32.5,3
Quality Feeds Limited,full_time,mid,13,Dhaka,4,TRUE,TRUE,FALSE,TRUE,FALSE,Sr. Officer / Executive Officer - Data Analyst,2,other,TRUE,37500,32.5,1
East-West Seed,full_time,unknown,13,Bogura,3,TRUE,TRUE,TRUE,TRUE,FALSE,Research Associate,1,professional,FALSE,33750,30,3
London Gents Parlour,full_time,mid,13,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,Training Institution Coordinator,1,other,FALSE,20000,25,2
Residence Address Builders Ltd.,full_time,mid,13,DOHS Baridhara,2,FALSE,FALSE,FALSE,FALSE,FALSE,Property Consultant,3,other,FALSE,25000,26.5,3
SurveyTech Consultancy Ltd.,intern,unknown,13,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Intern (Topography Survey),1,other,FALSE,10000,30,1
Center for Social and Market Research,other,senior,13,Dhaka,5,FALSE,FALSE,FALSE,FALSE,FALSE,Qualitative Researcher,6,other,TRUE,40500,40,3
ENRAC Consulting Ltd.,full_time,mid,13,GULSHAN 1,4,TRUE,FALSE,FALSE,TRUE,FALSE,Environmental Specialist,2,other,FALSE,33750,30,1
Universal Study Agency,full_time,mid,13,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,Student Consultants,5,other,TRUE,33750,30,3
GREENBUD,full_time,entry,13,Dhaka,0,TRUE,TRUE,TRUE,TRUE,TRUE,Lab Chemist (Executive),1,professional,TRUE,17500,30,1
Education Consultant- OPC,full_time,mid,13,Uttara,3,FALSE,FALSE,FALSE,FALSE,FALSE,Student Counselor Expert,2,other,FALSE,33750,29,3
Care Nutrition Limited,full_time,senior,13,Narayanganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,"Assistant Manager - Research and Development (R&D), Factory",2,other,FALSE,33750,30,3
Green Delta Insurance Company Limited,full_time,senior,13,Mohakhali,5,TRUE,TRUE,TRUE,TRUE,TRUE,Research Associate,2,professional,FALSE,33750,30,3
Young Consultants (YC),contract,senior,13,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,Public Private Partnership Transition Advisor,2,masters,TRUE,33750,40,3
Knowledge Management Consultants Ltd.,contract,unknown,13,Anywhere in Bangladesh,3,TRUE,FALSE,FALSE,FALSE,FALSE,Junior Social Development Officer / Social Development Officer,2,other,TRUE,33750,30,1
Luminaries Research Ltd,full_time,mid,13,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Research Executive,2,masters,TRUE,33750,30,3
Luminaries Research Ltd,full_time,unknown,13,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Research Executive,2,professional,TRUE,33750,30,3
Escholars,full_time,entry,13,Sylhet Sadar,1,TRUE,FALSE,FALSE,FALSE,FALSE,Student Counsellor,2,other,FALSE,33750,32.5,3
The Sustainability Nexus Ltd.,full_time,entry,13,Dhaka,0,TRUE,FALSE,FALSE,TRUE,FALSE,Sustainability Development Intern,2,bachelors,TRUE,33750,30,3
International Bioscience and Oncology Research,intern,unknown,13,Dhanmondi,3,FALSE,FALSE,FALSE,FALSE,FALSE,Molecular Biology Technician - Intern,1,other,FALSE,13500,31,3
Sa Venture,full_time,entry,13,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,Female Sales Executive (Councilor),2,bachelors,TRUE,23500,26,2
Services and Solutions International Ltd. (SSIL),full_time,mid,13,Dhaka,2,TRUE,FALSE,FALSE,FALSE,FALSE,Unit Executive - Development,2,other,TRUE,33750,30,3
"The Centre for Entrepreneurship Development (CED), BRAC University",contract,unknown,13,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Call for Phd Applications (Re-Advertisement),2,professional,TRUE,33750,30,3
কৃষি মন্ত্রণালয়,unknown,unknown,13,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,উর্ধ্বতন বৈজ্ঞানিক কর্মকর্তা,2,other,FALSE,33750,30,3
কৃষি মন্ত্রণালয়,unknown,unknown,13,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,উর্ধ্বতন বৈজ্ঞানিক কর্মকর্তা,2,other,FALSE,33750,30,3
কৃষি মন্ত্রণালয়,unknown,unknown,13,unknown,3,FALSE,FALSE,FALSE,FALSE,FALSE,প্রধান বৈজ্ঞানিক কর্মকর্তা,2,other,FALSE,33750,30,3
চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয়,unknown,unknown,13,চট্টগ্রাম,3,FALSE,FALSE,FALSE,FALSE,FALSE,সহকারী পরিচালক রিসার্চ,2,other,FALSE,33750,30,3
